protein_a	protein_b	combined_score
CXCL10	HAVCR2	0.611
CXCL10	HIF1A	0.457
CXCL10	HMOX1	0.429
CXCL10	ICAM1	0.858
CXCL10	ICOS	0.545
CXCL10	IDO1	0.832
CXCL10	IDO2	0.546
CXCL10	IFNA1	0.825
CXCL10	IFNA2	0.838
CXCL10	IFNB1	0.914
CXCL10	IFNG	0.959
CXCL10	IL10	0.962
CXCL10	IL10RA	0.492
CXCL10	IL12A	0.556
CXCL10	IL12B	0.623
CXCL10	IL12RB1	0.579
CXCL10	IL13	0.871
CXCL10	IL15	0.848
CXCL10	IL17A	0.85
CXCL10	IL17F	0.606
CXCL10	IL18	0.862
CXCL10	IL1A	0.958
CXCL10	IL1B	0.962
CXCL10	IL1R1	0.61
CXCL10	IL2	0.857
CXCL10	IL21	0.416
CXCL10	IL21R	0.581
CXCL10	IL22	0.672
CXCL10	IL23A	0.638
CXCL10	IL2RA	0.692
CXCL10	IL3	0.663
CXCL10	IL33	0.633
CXCL10	IL3RA	0.413
CXCL10	IL4	0.882
CXCL10	IL4R	0.443
CXCL10	IL5	0.801
CXCL10	IL6	0.96
CXCL10	IL6R	0.497
CXCL10	IL7	0.831
CXCL10	IL7R	0.519
CXCL10	IL9	0.772
CXCL10	IRF4	0.478
CXCL10	IRF8	0.705
CXCL10	ITGA4	0.611
CXCL10	ITGAE	0.549
CXCL10	ITGAL	0.413
CXCL10	ITGAM	0.774
CXCL10	ITGAX	0.645
CXCL10	ITGB1	0.54
CXCL10	ITGB2	0.634
CXCL10	KLRB1	0.607
CXCL10	KLRK1	0.53
CXCL10	LAG3	0.626
CXCL10	LTA	0.711
CXCL10	MMP9	0.868
CXCL10	MOG	0.556
CXCL10	MPO	0.661
CXCL10	MRC1	0.639
CXCL10	MYD88	0.795
CXCL10	NCAM1	0.515
CXCL10	NFKB1	0.845
CXCL10	NLRP3	0.555
CXCL10	NOS2	0.52
CXCL10	PDCD1	0.729
CXCL10	PDCD1LG2	0.601
CXCL10	PECAM1	0.501
CXCL10	PRF1	0.644
CXCL10	PTGS2	0.605
CXCL10	PTPRC	0.674
CXCL10	PXDNL	0.512
CXCL10	SCARB1	0.441
CXCL10	SELE	0.59
CXCL10	SELL	0.562
CXCL10	SELP	0.489
CXCL10	STAT1	0.949
CXCL10	STAT3	0.82
CXCL10	STAT4	0.488
CXCL10	STAT6	0.472
CXCL10	TBX21	0.736
CXCL10	TGFB1	0.62
CXCL10	TLR2	0.902
CXCL10	TLR4	0.969
CXCL10	TLR7	0.809
CXCL10	TLR9	0.761
CXCL10	TNF	0.966
CXCL10	TNFRSF18	0.402
CXCL10	TNFRSF1A	0.54
CXCL10	TNFRSF1B	0.679
CXCL10	TNFRSF4	0.642
CXCL10	TNFRSF9	0.689
CXCL10	TNFSF13B	0.685
CXCL10	TNFSF4	0.417
CXCL10	TREM2	0.436
CXCL10	TYROBP	0.545
CXCL10	VCAM1	0.732
CXCL11	CXCL12	0.999
CXCL11	CXCL13	0.987
CXCL11	CXCL2	0.999
CXCL11	CXCL8	0.946
CXCL11	CXCL9	0.999
CXCL11	CXCR2	0.942
CXCL11	CXCR3	0.999
CXCL11	CXCR4	0.994
CXCL11	CXCR5	0.88
CXCL11	CXCR6	0.886
CXCL11	FASLG	0.417
CXCL11	FCGR3A	0.478
CXCL11	FCGR3B	0.475
CXCL11	FGF2	0.418
CXCL11	FOXP3	0.517
CXCL11	GZMA	0.467
CXCL11	GZMB	0.55
CXCL11	ICAM1	0.602
CXCL11	IDO1	0.88
CXCL11	IDO2	0.405
CXCL11	IFNA1	0.898
CXCL11	IFNA2	0.424
CXCL11	IFNB1	0.646
CXCL11	IFNG	0.835
CXCL11	IL10	0.724
CXCL11	IL13	0.581
CXCL11	IL15	0.663
CXCL11	IL17A	0.639
CXCL11	IL17F	0.428
CXCL11	IL18	0.728
CXCL11	IL1A	0.617
CXCL11	IL1B	0.705
CXCL11	IL2	0.605
CXCL11	IL21R	0.529
CXCL11	IL22	0.454
CXCL11	IL2RA	0.434
CXCL11	IL33	0.455
CXCL11	IL4	0.617
CXCL11	IL5	0.54
CXCL11	IL6	0.735
CXCL11	IL7	0.522
CXCL11	ITGAM	0.479
CXCL11	ITGAX	0.434
CXCL11	ITGB2	0.508
CXCL11	LAG3	0.452
CXCL11	MMP9	0.501
CXCL11	MRC1	0.422
CXCL11	MYD88	0.439
CXCL11	NFKB1	0.454
CXCL11	PDCD1LG2	0.47
CXCL11	PECAM1	0.407
CXCL11	PRF1	0.466
CXCL11	PTGS2	0.411
CXCL11	PTPRC	0.479
CXCL11	SCARB1	0.559
CXCL11	SELE	0.455
CXCL11	SELL	0.412
CXCL11	STAT1	0.755
CXCL11	STAT3	0.482
CXCL11	TBX21	0.466
CXCL11	TGFB1	0.947
CXCL11	TLR2	0.492
CXCL11	TLR4	0.507
CXCL11	TLR7	0.469
CXCL11	TNF	0.705
CXCL11	TNFRSF4	0.516
CXCL11	TNFRSF9	0.544
CXCL11	TNFSF13B	0.506
CXCL11	VCAM1	0.562
CXCL12	CXCL13	0.964
CXCL12	CXCL2	0.999
CXCL12	CXCL8	0.951
CXCL12	CXCL9	0.999
CXCL12	CXCR2	0.998
CXCL12	CXCR3	0.998
CXCL12	CXCR4	0.999
CXCL12	CXCR5	0.998
CXCL12	CXCR6	0.978
CXCL12	FASLG	0.476
CXCL12	FCGR3A	0.547
CXCL12	FCGR3B	0.541
CXCL12	FGF2	0.896
CXCL12	FOXP3	0.58
CXCL12	GFAP	0.494
CXCL12	GZMB	0.423
CXCL12	HAVCR2	0.48
CXCL12	HIF1A	0.824
CXCL12	HMOX1	0.435
CXCL12	ICAM1	0.67
CXCL12	IDO1	0.604
CXCL12	IDO2	0.495
CXCL12	IFNA1	0.507
CXCL12	IFNA2	0.565
CXCL12	IFNB1	0.434
CXCL12	IFNG	0.713
CXCL12	IL10	0.725
CXCL12	IL13	0.582
CXCL12	IL15	0.601
CXCL12	IL17A	0.632
CXCL12	IL18	0.718
CXCL12	IL1A	0.682
CXCL12	IL1B	0.755
CXCL12	IL1R1	0.651
CXCL12	IL2	0.619
CXCL12	IL22	0.447
CXCL12	IL2RA	0.401
CXCL12	IL3	0.581
CXCL12	IL33	0.509
CXCL12	IL4	0.771
CXCL12	IL5	0.675
CXCL12	IL6	0.811
CXCL12	IL6R	0.79
CXCL12	IL7	0.64
CXCL12	IL7R	0.427
CXCL12	IL9	0.418
CXCL12	ITGA4	0.533
CXCL12	ITGAL	0.428
CXCL12	ITGAM	0.676
CXCL12	ITGAX	0.494
CXCL12	ITGB1	0.678
CXCL12	ITGB2	0.709
CXCL12	KLRK1	0.406
CXCL12	LAG3	0.452
CXCL12	LCK	0.503
CXCL12	LTA	0.505
CXCL12	MMP9	0.891
CXCL12	MRC1	0.494
CXCL12	MTOR	0.439
CXCL12	MYD88	0.473
CXCL12	NCAM1	0.695
CXCL12	NFE2L2	0.51
CXCL12	NFKB1	0.564
CXCL12	NOTCH1	0.503
CXCL12	PDCD1	0.447
CXCL12	PDCD1LG2	0.48
CXCL12	PDGFRA	0.806
CXCL12	PECAM1	0.745
CXCL12	PRF1	0.453
CXCL12	PTGS2	0.534
CXCL12	PTPRC	0.827
CXCL12	PXDNL	0.542
CXCL12	S1PR1	0.624
CXCL12	S1PR5	0.552
CXCL12	SCARB1	0.402
CXCL12	SDC1	0.702
CXCL12	SELE	0.727
CXCL12	SELL	0.72
CXCL12	SELP	0.749
CXCL12	STAT1	0.663
CXCL12	STAT3	0.684
CXCL12	TGFB1	0.798
CXCL12	THY1	0.673
CXCL12	TLR2	0.527
CXCL12	TLR4	0.821
CXCL12	TLR7	0.441
CXCL12	TLR9	0.634
CXCL12	TNF	0.75
CXCL12	TNFRSF1A	0.403
CXCL12	TNFSF13B	0.623
CXCL12	TNFSF4	0.551
CXCL12	TXN	0.472
CXCL12	VCAM1	0.864
CXCL12	VWF	0.583
CXCL13	CXCL2	0.824
CXCL13	CXCL8	0.783
CXCL13	CXCL9	0.996
CXCL13	CXCR2	0.997
CXCL13	CXCR3	0.997
CXCL13	CXCR4	0.998
CXCL13	CXCR5	0.999
CXCL13	CXCR6	0.906
CXCL13	FCGR3A	0.46
CXCL13	FCGR3B	0.447
CXCL13	FOXP3	0.588
CXCL13	GZMA	0.522
CXCL13	GZMB	0.692
CXCL13	HAVCR2	0.457
CXCL13	HIF1A	0.541
CXCL13	HLA-DRB1	0.54
CXCL13	ICAM1	0.703
CXCL13	ICOS	0.752
CXCL13	IDO1	0.669
CXCL13	IFNA1	0.466
CXCL13	IFNB1	0.42
CXCL13	IFNG	0.71
CXCL13	IL10	0.674
CXCL13	IL10RA	0.513
CXCL13	IL13	0.571
CXCL13	IL15	0.515
CXCL13	IL17A	0.65
CXCL13	IL17F	0.451
CXCL13	IL18	0.476
CXCL13	IL1A	0.532
CXCL13	IL1B	0.738
CXCL13	IL2	0.584
CXCL13	IL21	0.498
CXCL13	IL21R	0.569
CXCL13	IL22	0.547
CXCL13	IL2RA	0.426
CXCL13	IL2RB	0.456
CXCL13	IL2RG	0.588
CXCL13	IL33	0.594
CXCL13	IL4	0.749
CXCL13	IL5	0.507
CXCL13	IL6	0.726
CXCL13	IL7	0.626
CXCL13	IL7R	0.515
CXCL13	IRF4	0.458
CXCL13	ITGAM	0.483
CXCL13	ITGAX	0.514
CXCL13	ITGB2	0.572
CXCL13	LAG3	0.499
CXCL13	LOC102723996	0.522
CXCL13	LTA	0.751
CXCL13	MMP9	0.701
CXCL13	MS4A1	0.498
CXCL13	MYD88	0.422
CXCL13	NFKB1	0.437
CXCL13	PDCD1	0.588
CXCL13	PDCD1LG2	0.425
CXCL13	PECAM1	0.41
CXCL13	POU2AF1	0.424
CXCL13	PRDM1	0.464
CXCL13	PRF1	0.436
CXCL13	PTPRC	0.624
CXCL13	S1PR1	0.604
CXCL13	SDC1	0.574
CXCL13	SELL	0.545
CXCL13	STAT1	0.661
CXCL13	STAT3	0.495
CXCL13	TBX21	0.496
CXCL13	TLR2	0.626
CXCL13	TLR4	0.446
CXCL13	TLR7	0.443
CXCL13	TNF	0.679
CXCL13	TNFRSF13B	0.438
CXCL13	TNFRSF1A	0.4
CXCL13	TNFRSF1B	0.413
CXCL13	TNFRSF4	0.454
CXCL13	TNFRSF9	0.456
CXCL13	TNFSF13B	0.833
CXCL13	VCAM1	0.7
CXCL2	CXCL8	0.982
CXCL2	CXCL9	0.997
CXCL2	CXCR2	0.999
CXCL2	CXCR3	0.962
CXCL2	CXCR4	0.993
CXCL2	CXCR5	0.758
CXCL2	CXCR6	0.776
CXCL2	FCGR2A	0.556
CXCL2	FCGR3A	0.424
CXCL2	FCGR3B	0.433
CXCL2	FGF2	0.422
CXCL2	FOXP3	0.458
CXCL2	HIF1A	0.425
CXCL2	ICAM1	0.704
CXCL2	IDO1	0.421
CXCL2	IFNA1	0.472
CXCL2	IFNB1	0.542
CXCL2	IFNG	0.823
CXCL2	IL10	0.883
CXCL2	IL12A	0.464
CXCL2	IL12B	0.513
CXCL2	IL13	0.585
CXCL2	IL15	0.518
CXCL2	IL17A	0.675
CXCL2	IL17F	0.492
CXCL2	IL18	0.841
CXCL2	IL1A	0.943
CXCL2	IL1B	0.968
CXCL2	IL1R1	0.647
CXCL2	IL2	0.545
CXCL2	IL22	0.612
CXCL2	IL23A	0.411
CXCL2	IL23R	0.537
CXCL2	IL33	0.549
CXCL2	IL4	0.599
CXCL2	IL5	0.501
CXCL2	IL6	0.966
CXCL2	IL7	0.603
CXCL2	IL7R	0.512
CXCL2	IL9	0.426
CXCL2	ITGAM	0.702
CXCL2	ITGAX	0.447
CXCL2	MMP9	0.566
CXCL2	MPO	0.546
CXCL2	MRC1	0.416
CXCL2	MYD88	0.538
CXCL2	NFKB1	0.969
CXCL2	NLRP3	0.574
CXCL2	NOS2	0.4
CXCL2	PECAM1	0.427
CXCL2	PTGS2	0.819
CXCL2	PTPRC	0.488
CXCL2	SDC1	0.501
CXCL2	SELE	0.515
CXCL2	SELP	0.404
CXCL2	SOD2	0.433
CXCL2	STAT1	0.455
CXCL2	STAT3	0.766
CXCL2	TGFB1	0.484
CXCL2	TLR2	0.774
CXCL2	TLR4	0.849
CXCL2	TLR9	0.427
CXCL2	TNF	0.928
CXCL2	VCAM1	0.572
CXCL8	CXCL9	0.959
CXCL8	CXCR2	0.999
CXCL8	CXCR3	0.997
CXCL8	CXCR4	0.997
CXCL8	CXCR5	0.792
CXCL8	CXCR6	0.884
CXCL8	CYBB	0.481
CXCL8	FAS	0.453
CXCL8	FASLG	0.583
CXCL8	FCGR1A	0.531
CXCL8	FCGR2A	0.676
CXCL8	FCGR2B	0.419
CXCL8	FCGR3A	0.674
CXCL8	FCGR3B	0.685
CXCL8	FGF2	0.857
CXCL8	FOXP3	0.626
CXCL8	GPX5	0.52
CXCL8	GPX6	0.518
CXCL8	GZMA	0.404
CXCL8	GZMB	0.589
CXCL8	HAVCR2	0.517
CXCL8	HIF1A	0.716
CXCL8	HMOX1	0.622
CXCL8	ICAM1	0.943
CXCL8	IDO1	0.61
CXCL8	IDO2	0.515
CXCL8	IFNA1	0.777
CXCL8	IFNA2	0.67
CXCL8	IFNB1	0.731
CXCL8	IFNG	0.961
CXCL8	IL10	0.97
CXCL8	IL10RA	0.652
CXCL8	IL12A	0.486
CXCL8	IL12B	0.615
CXCL8	IL12RB1	0.538
CXCL8	IL13	0.94
CXCL8	IL15	0.798
CXCL8	IL17A	0.924
CXCL8	IL17F	0.651
CXCL8	IL18	0.926
CXCL8	IL1A	0.974
CXCL8	IL1B	0.994
CXCL8	IL1R1	0.87
CXCL8	IL2	0.985
CXCL8	IL21R	0.557
CXCL8	IL22	0.72
CXCL8	IL23A	0.591
CXCL8	IL23R	0.4
CXCL8	IL2RA	0.677
CXCL8	IL3	0.785
CXCL8	IL33	0.799
CXCL8	IL3RA	0.409
CXCL8	IL4	0.997
CXCL8	IL4R	0.659
CXCL8	IL5	0.932
CXCL8	IL6	0.991
CXCL8	IL6R	0.806
CXCL8	IL7	0.856
CXCL8	IL7R	0.517
CXCL8	IL9	0.791
CXCL8	ITGAL	0.473
CXCL8	ITGAM	0.681
CXCL8	ITGAX	0.562
CXCL8	ITGB1	0.631
CXCL8	ITGB2	0.784
CXCL8	KLRK1	0.48
CXCL8	LAG3	0.441
CXCL8	LTA	0.818
CXCL8	MMP9	0.88
CXCL8	MPO	0.733
CXCL8	MRC1	0.551
CXCL8	MTOR	0.507
CXCL8	MYD88	0.816
CXCL8	NCAM1	0.577
CXCL8	NFE2L2	0.665
CXCL8	NFKB1	0.988
CXCL8	NLRP3	0.692
CXCL8	NOS2	0.506
CXCL8	OCLN	0.57
CXCL8	PDCD1	0.48
CXCL8	PDCD1LG2	0.493
CXCL8	PDGFRA	0.564
CXCL8	PECAM1	0.733
CXCL8	PRF1	0.588
CXCL8	PTGS2	0.975
CXCL8	PTPRC	0.608
CXCL8	PXDNL	0.601
CXCL8	S1PR1	0.53
CXCL8	SCARB1	0.517
CXCL8	SDC1	0.825
CXCL8	SELE	0.851
CXCL8	SELL	0.806
CXCL8	SELP	0.898
CXCL8	SIRT1	0.482
CXCL8	SLC2A1	0.414
CXCL8	SOD2	0.573
CXCL8	STAT1	0.765
CXCL8	STAT3	0.857
CXCL8	STAT6	0.495
CXCL8	TBX21	0.63
CXCL8	TGFB1	0.775
CXCL8	THY1	0.472
CXCL8	TJP1	0.542
CXCL8	TLR2	0.883
CXCL8	TLR4	0.933
CXCL8	TLR7	0.664
CXCL8	TLR9	0.776
CXCL8	TNF	0.983
CXCL8	TNFRSF13B	0.491
CXCL8	TNFRSF1A	0.782
CXCL8	TNFRSF1B	0.598
CXCL8	TNFRSF4	0.599
CXCL8	TNFRSF9	0.464
CXCL8	TNFSF13B	0.563
CXCL8	TREM2	0.491
CXCL8	TXN	0.417
CXCL8	VCAM1	0.857
CXCL8	VWF	0.962
CXCL9	CXCR2	0.974
CXCL9	CXCR3	0.999
CXCL9	CXCR4	0.994
CXCL9	CXCR5	0.96
CXCL9	CXCR6	0.984
CXCL9	FASLG	0.556
CXCL9	FCGR1A	0.456
CXCL9	FCGR2A	0.448
CXCL9	FCGR2B	0.649
CXCL9	FCGR3A	0.661
CXCL9	FCGR3B	0.622
CXCL9	FGF2	0.683
CXCL9	FOXP3	0.648
CXCL9	GZMA	0.819
CXCL9	GZMB	0.728
CXCL9	HAVCR2	0.599
CXCL9	HLA-DRB1	0.63
CXCL9	ICAM1	0.667
CXCL9	ICOS	0.557
CXCL9	IDO1	0.868
CXCL9	IDO2	0.489
CXCL9	IFNA1	0.728
CXCL9	IFNA2	0.802
CXCL9	IFNB1	0.741
CXCL9	IFNG	0.948
CXCL9	IL10	0.819
CXCL9	IL10RA	0.636
CXCL9	IL12RB1	0.425
CXCL9	IL12RB2	0.406
CXCL9	IL13	0.722
CXCL9	IL15	0.771
CXCL9	IL17A	0.83
CXCL9	IL17F	0.544
CXCL9	IL18	0.705
CXCL9	IL1A	0.73
CXCL9	IL1B	0.855
CXCL9	IL1R1	0.491
CXCL9	IL2	0.738
CXCL9	IL21R	0.514
CXCL9	IL22	0.597
CXCL9	IL2RA	0.673
CXCL9	IL2RB	0.631
CXCL9	IL2RG	0.617
CXCL9	IL3	0.614
CXCL9	IL33	0.586
CXCL9	IL4	0.735
CXCL9	IL5	0.718
CXCL9	IL6	0.815
CXCL9	IL6R	0.615
CXCL9	IL7	0.736
CXCL9	IL7R	0.694
CXCL9	IL9	0.626
CXCL9	IRF4	0.463
CXCL9	IRF8	0.683
CXCL9	ITGAE	0.576
CXCL9	ITGAM	0.652
CXCL9	ITGAX	0.615
CXCL9	ITGB2	0.431
CXCL9	KLRK1	0.524
CXCL9	LAG3	0.652
CXCL9	LTA	0.614
CXCL9	MMP9	0.573
CXCL9	MRC1	0.564
CXCL9	MYD88	0.519
CXCL9	NCAM1	0.427
CXCL9	NFKB1	0.51
CXCL9	NOS2	0.425
CXCL9	PDCD1	0.603
CXCL9	PDCD1LG2	0.612
CXCL9	PECAM1	0.493
CXCL9	PRF1	0.639
CXCL9	PTGS2	0.652
CXCL9	PTPRC	0.646
CXCL9	SELE	0.525
CXCL9	SELL	0.556
CXCL9	SELP	0.441
CXCL9	STAT1	0.882
CXCL9	STAT3	0.565
CXCL9	STAT4	0.613
CXCL9	STAT6	0.41
CXCL9	TBX21	0.609
CXCL9	TGFB1	0.511
CXCL9	TLR2	0.739
CXCL9	TLR4	0.619
CXCL9	TLR7	0.57
CXCL9	TLR9	0.507
CXCL9	TNF	0.815
CXCL9	TNFRSF1A	0.641
CXCL9	TNFRSF1B	0.653
CXCL9	TNFRSF4	0.459
CXCL9	TNFRSF9	0.526
CXCL9	TNFSF13B	0.56
CXCL9	TYROBP	0.486
CXCL9	VCAM1	0.675
CXCR2	CXCR3	0.86
CXCR2	CXCR4	0.992
CXCR2	CXCR5	0.841
CXCR2	CXCR6	0.73
CXCR2	FCGR1A	0.421
CXCR2	FCGR2A	0.495
CXCR2	FCGR2B	0.428
CXCR2	FCGR3A	0.601
CXCR2	FCGR3B	0.884
CXCR2	FGF2	0.417
CXCR2	FOXP3	0.453
CXCR2	GRIA1	0.655
CXCR2	GZMB	0.451
CXCR2	HAVCR2	0.426
CXCR2	HIF1A	0.45
CXCR2	ICAM1	0.596
CXCR2	IDO1	0.47
CXCR2	IFNA1	0.4
CXCR2	IFNB1	0.407
CXCR2	IFNG	0.717
CXCR2	IL10	0.624
CXCR2	IL13	0.678
CXCR2	IL15	0.642
CXCR2	IL17A	0.625
CXCR2	IL18	0.481
CXCR2	IL1A	0.731
CXCR2	IL1B	0.837
CXCR2	IL1R1	0.49
CXCR2	IL2	0.479
CXCR2	IL22	0.402
CXCR2	IL2RG	0.428
CXCR2	IL33	0.488
CXCR2	IL4	0.547
CXCR2	IL5	0.634
CXCR2	IL6	0.812
CXCR2	IL6R	0.685
CXCR2	ITGAL	0.639
CXCR2	ITGAM	0.712
CXCR2	ITGAX	0.546
CXCR2	ITGB2	0.702
CXCR2	MMP9	0.78
CXCR2	MPO	0.632
CXCR2	MRC1	0.402
CXCR2	MYD88	0.49
CXCR2	NFKB1	0.482
CXCR2	NLRP3	0.401
CXCR2	PDCD1	0.407
CXCR2	PDGFRA	0.559
CXCR2	PECAM1	0.55
CXCR2	PRF1	0.418
CXCR2	PTGS2	0.685
CXCR2	PTPRC	0.603
CXCR2	SDC1	0.493
CXCR2	SELE	0.492
CXCR2	SELL	0.816
CXCR2	SELP	0.504
CXCR2	STAT1	0.437
CXCR2	STAT3	0.601
CXCR2	TGFB1	0.485
CXCR2	TLR2	0.832
CXCR2	TLR4	0.807
CXCR2	TLR9	0.413
CXCR2	TNF	0.862
CXCR2	TNFRSF1A	0.457
CXCR2	VCAM1	0.535
CXCR3	CXCR4	0.969
CXCR3	CXCR5	0.799
CXCR3	CXCR6	0.927
CXCR3	FAS	0.572
CXCR3	FASLG	0.652
CXCR3	FCGR1A	0.407
CXCR3	FCGR2A	0.454
CXCR3	FCGR2B	0.483
CXCR3	FCGR3A	0.677
CXCR3	FCGR3B	0.674
CXCR3	FOXP3	0.846
CXCR3	GZMA	0.668
CXCR3	GZMB	0.767
CXCR3	HAVCR2	0.622
CXCR3	ICAM1	0.742
CXCR3	ICOS	0.749
CXCR3	IDO1	0.516
CXCR3	IDO2	0.419
CXCR3	IFNA1	0.595
CXCR3	IFNB1	0.521
CXCR3	IFNG	0.914
CXCR3	IL10	0.804
CXCR3	IL10RA	0.662
CXCR3	IL12RB1	0.714
CXCR3	IL12RB2	0.521
CXCR3	IL13	0.602
CXCR3	IL15	0.626
CXCR3	IL17A	0.726
CXCR3	IL17F	0.488
CXCR3	IL18	0.576
CXCR3	IL1A	0.528
CXCR3	IL1B	0.843
CXCR3	IL1R1	0.418
CXCR3	IL2	0.721
CXCR3	IL21R	0.569
CXCR3	IL22	0.585
CXCR3	IL23R	0.455
CXCR3	IL2RA	0.535
CXCR3	IL2RB	0.716
CXCR3	IL2RG	0.487
CXCR3	IL33	0.447
CXCR3	IL3RA	0.465
CXCR3	IL4	0.785
CXCR3	IL4R	0.554
CXCR3	IL5	0.583
CXCR3	IL6	0.759
CXCR3	IL6R	0.41
CXCR3	IL7	0.573
CXCR3	IL7R	0.733
CXCR3	IL9	0.446
CXCR3	IRF4	0.553
CXCR3	IRF8	0.585
CXCR3	ITGA4	0.717
CXCR3	ITGAE	0.691
CXCR3	ITGAL	0.644
CXCR3	ITGAM	0.785
CXCR3	ITGAX	0.677
CXCR3	ITGB2	0.487
CXCR3	KLRB1	0.674
CXCR3	KLRG1	0.694
CXCR3	KLRK1	0.6
CXCR3	LAG3	0.803
CXCR3	LCK	0.509
CXCR3	LOC102723996	0.418
CXCR3	LTA	0.459
CXCR3	MMP9	0.454
