protein_a	protein_b	combined_score
CASP3	GPX4	0.539
CASP3	GPX5	0.766
CASP3	GPX6	0.766
CASP3	GPX7	0.773
CASP3	GPX8	0.773
CASP3	GRIN2B	0.425
CASP3	GRN	0.525
CASP3	GSK3B	0.747
CASP3	GSR	0.593
CASP3	HDAC6	0.494
CASP3	HIF1A	0.766
CASP3	HMGB1	0.755
CASP3	HMOX1	0.806
CASP3	HSP90AA1	0.878
CASP3	HSP90AB1	0.858
CASP3	HSPA1B	0.663
CASP3	HSPA4	0.906
CASP3	HSPA5	0.793
CASP3	HSPA8	0.48
CASP3	HSPB1	0.867
CASP3	HSPB2	0.818
CASP3	HSPB3	0.816
CASP3	HTRA2	0.621
CASP3	HTT	0.75
CASP3	ICAM1	0.635
CASP3	IFNG	0.825
CASP3	IL10	0.786
CASP3	IL18	0.639
CASP3	IL1A	0.725
CASP3	IL1B	0.899
CASP3	IL4	0.599
CASP3	IL6	0.881
CASP3	INS	0.761
CASP3	ITPR1	0.451
CASP3	JUN	0.809
CASP3	KEAP1	0.65
CASP3	LAMP1	0.562
CASP3	LAMP2	0.471
CASP3	LGALS3	0.461
CASP3	LRRK2	0.517
CASP3	MAOB	0.444
CASP3	MAP1A	0.649
CASP3	MAP1B	0.602
CASP3	MAP1LC3A	0.658
CASP3	MAP1LC3B	0.783
CASP3	MAP1S	0.6
CASP3	MAP2	0.545
CASP3	MAP3K5	0.699
CASP3	MAPK3	0.985
CASP3	MAPK8	0.943
CASP3	MAPT	0.98
CASP3	MBP	0.601
CASP3	MCL1	0.911
CASP3	MFN1	0.572
CASP3	MFN2	0.631
CASP3	MMP9	0.806
CASP3	MPO	0.68
CASP3	MRC1	0.437
CASP3	MTOR	0.723
CASP3	NDUFS1	0.429
CASP3	NFE2L2	0.717
CASP3	NFKB1	0.821
CASP3	NFKBIA	0.74
CASP3	NGF	0.858
CASP3	NLRP3	0.6
CASP3	NOS1	0.486
CASP3	NOX1	0.547
CASP3	NOX4	0.618
CASP3	NQO1	0.645
CASP3	NTRK2	0.53
CASP3	OPA1	0.407
CASP3	PARK7	0.44
CASP3	PIK3C3	0.489
CASP3	PINK1	0.592
CASP3	PPARA	0.572
CASP3	PPARG	0.694
CASP3	PPARGC1A	0.613
CASP3	PPIF	0.525
CASP3	PRDX1	0.434
CASP3	PRKCA	0.948
CASP3	PRKN	0.559
CASP3	PRNP	0.488
CASP3	PSEN1	0.718
CASP3	PSEN2	0.65
CASP3	PTEN	0.748
CASP3	PTGS2	0.865
CASP3	PXDN	0.918
CASP3	PXDNL	0.918
CASP3	PYCARD	0.457
CASP3	RBFOX3	0.729
CASP3	RET	0.518
CASP3	RIPK1	0.908
CASP3	RIPK3	0.691
CASP3	S100B	0.513
CASP3	SCARB2	0.468
CASP3	SIRT1	0.725
CASP3	SIRT3	0.52
CASP3	SLC1A2	0.581
CASP3	SNCA	0.687
CASP3	SNCB	0.43
CASP3	SOD1	0.624
CASP3	SOD2	0.653
CASP3	SOD2-2	0.649
CASP3	SQSTM1	0.672
CASP3	SRC	0.685
CASP3	STAT3	0.804
CASP3	SYN1	0.424
CASP3	SYP	0.575
CASP3	TARDBP	0.458
CASP3	TFAM	0.532
CASP3	TFEB	0.41
CASP3	TFRC	0.453
CASP3	TGFB1	0.706
CASP3	TH	0.709
CASP3	TLR2	0.594
CASP3	TLR4	0.74
CASP3	TNF	0.939
CASP3	TOMM20	0.587
CASP3	TP53	0.956
CASP3	TRAF2	0.599
CASP3	TRAF6	0.548
CASP3	TXN	0.857
CASP3	UCP2	0.484
CASP3	VDAC1	0.725
CASP3	XBP1	0.706
CASP3	XDH	0.544
CASP8	CASP9	0.944
CASP8	CCL2	0.669
CASP8	COX4I1	0.487
CASP8	CREB1	0.436
CASP8	CTNNB1	0.768
CASP8	CTSB	0.5
CASP8	CTSD	0.432
CASP8	CTSS	0.556
CASP8	CYCS	0.952
CASP8	DDIT3	0.552
CASP8	DNM1L	0.759
CASP8	EGFR	0.737
CASP8	EIF2AK3	0.578
CASP8	ERN1	0.546
CASP8	FADD	0.999
CASP8	FIS1	0.484
CASP8	FOS	0.653
CASP8	FOXO3	0.493
CASP8	GAPDH	0.717
CASP8	GPX2	0.496
CASP8	GPX3	0.491
CASP8	GPX4	0.431
CASP8	GPX5	0.494
CASP8	GPX6	0.493
CASP8	GPX7	0.493
CASP8	GPX8	0.497
CASP8	GSK3B	0.5
CASP8	HIF1A	0.556
CASP8	HMGB1	0.496
CASP8	HMOX1	0.665
CASP8	HSP90AA1	0.692
CASP8	HSP90AB1	0.761
CASP8	HSPA4	0.711
CASP8	HSPA5	0.673
CASP8	HSPA8	0.526
CASP8	HSPB1	0.475
CASP8	HSPB2	0.449
CASP8	HSPB3	0.448
CASP8	HTRA2	0.572
CASP8	ICAM1	0.472
CASP8	IFNG	0.626
CASP8	IL10	0.558
CASP8	IL18	0.631
CASP8	IL1A	0.582
CASP8	IL1B	0.943
CASP8	IL4	0.423
CASP8	IL6	0.739
CASP8	INS	0.504
CASP8	JUN	0.782
CASP8	KEAP1	0.407
CASP8	LRRK2	0.412
CASP8	MAP1A	0.411
CASP8	MAP1LC3A	0.597
CASP8	MAP1LC3B	0.805
CASP8	MAP3K5	0.792
CASP8	MAPK3	0.709
CASP8	MAPK8	0.89
CASP8	MAPT	0.425
CASP8	MCL1	0.802
CASP8	MMP9	0.712
CASP8	MTOR	0.611
CASP8	NFE2L2	0.497
CASP8	NFKB1	0.664
CASP8	NFKBIA	0.686
CASP8	NLRP3	0.948
CASP8	NOS1	0.586
CASP8	OPTN	0.52
CASP8	PARK7	0.412
CASP8	PIK3C3	0.572
CASP8	PPARG	0.445
CASP8	PPIF	0.454
CASP8	PRKCA	0.49
CASP8	PTEN	0.781
CASP8	PTGS2	0.7
CASP8	PXDN	0.703
CASP8	PXDNL	0.703
CASP8	PYCARD	0.992
CASP8	RIPK1	0.999
CASP8	RIPK3	0.999
CASP8	SIRT1	0.447
CASP8	SOD1	0.629
CASP8	SOD2	0.4
CASP8	SQSTM1	0.982
CASP8	SRC	0.853
CASP8	STAT3	0.634
CASP8	TGFB1	0.501
CASP8	TLR2	0.529
CASP8	TLR4	0.885
CASP8	TNF	0.999
CASP8	TP53	0.991
CASP8	TRAF2	0.994
CASP8	TRAF6	0.978
CASP8	TXN	0.459
CASP8	VDAC1	0.62
CASP8	XBP1	0.503
CASP9	CCL2	0.401
CASP9	COX4I1	0.649
CASP9	CREB1	0.484
CASP9	CTNNB1	0.621
CASP9	CTSB	0.478
CASP9	CTSD	0.406
CASP9	CTSS	0.469
CASP9	CYCS	0.999
CASP9	DDIT3	0.602
CASP9	DNAJB1	0.482
CASP9	DNM1L	0.492
CASP9	EGFR	0.753
CASP9	EIF2AK3	0.616
CASP9	ERN1	0.606
CASP9	FADD	0.872
CASP9	FIS1	0.402
CASP9	FOS	0.636
CASP9	FOXO1	0.646
CASP9	FOXO3	0.683
CASP9	GAPDH	0.786
CASP9	GFAP	0.414
CASP9	GPX2	0.609
CASP9	GPX3	0.596
CASP9	GPX5	0.598
CASP9	GPX6	0.597
CASP9	GPX7	0.601
CASP9	GPX8	0.609
CASP9	GSK3B	0.631
CASP9	GSR	0.487
CASP9	HIF1A	0.746
CASP9	HMGB1	0.456
CASP9	HMOX1	0.612
CASP9	HSP90AA1	0.541
CASP9	HSP90AB1	0.525
CASP9	HSPA4	0.595
CASP9	HSPA5	0.687
CASP9	HSPB1	0.742
CASP9	HSPB2	0.696
CASP9	HSPB3	0.681
CASP9	HTRA2	0.673
CASP9	HTT	0.56
CASP9	ICAM1	0.408
CASP9	IFNG	0.529
CASP9	IL10	0.506
CASP9	IL18	0.487
CASP9	IL1A	0.435
CASP9	IL1B	0.826
CASP9	IL6	0.785
CASP9	INS	0.544
CASP9	JUN	0.77
CASP9	KEAP1	0.637
CASP9	MAP1A	0.474
CASP9	MAP1B	0.404
CASP9	MAP1LC3A	0.511
CASP9	MAP1LC3B	0.608
CASP9	MAP1S	0.432
CASP9	MAP3K5	0.611
CASP9	MAPK3	0.883
CASP9	MAPK8	0.727
CASP9	MCL1	0.829
CASP9	MFN1	0.631
CASP9	MFN2	0.514
CASP9	MMP9	0.654
CASP9	MTOR	0.738
CASP9	NFE2L2	0.702
CASP9	NFKB1	0.596
CASP9	NFKBIA	0.612
CASP9	NGF	0.403
CASP9	NLRP3	0.587
CASP9	NOX4	0.406
CASP9	NQO1	0.448
CASP9	PINK1	0.426
CASP9	PPARG	0.484
CASP9	PPARGC1A	0.414
CASP9	PPIF	0.457
CASP9	PTEN	0.642
CASP9	PTGS2	0.726
CASP9	PXDN	0.759
CASP9	PXDNL	0.759
CASP9	PYCARD	0.613
CASP9	RIPK1	0.645
CASP9	RIPK3	0.546
CASP9	SIRT1	0.559
CASP9	SIRT3	0.436
CASP9	SOD1	0.448
CASP9	SOD2	0.482
CASP9	SOD2-2	0.481
CASP9	SQSTM1	0.613
CASP9	SRC	0.657
CASP9	STAT3	0.648
CASP9	TGFB1	0.49
CASP9	TLR4	0.587
CASP9	TNF	0.816
CASP9	TOMM20	0.408
CASP9	TP53	0.953
CASP9	TRAF2	0.447
CASP9	TXN	0.615
CASP9	VDAC1	0.512
CASP9	XBP1	0.549
CAT	CYCS	0.445
CAT	FOXO1	0.556
CAT	FOXO3	0.547
CAT	GCLC	0.5
CAT	GPX2	0.557
CAT	GPX3	0.564
CAT	GPX4	0.555
CAT	GPX5	0.562
CAT	GPX6	0.562
CAT	GPX7	0.625
CAT	GPX8	0.626
CAT	GSR	0.646
CAT	PARK7	0.673
CAT	PRDX1	0.664
CAT	PRDX3	0.605
CAT	SDHB	0.551
CAT	SOD1	0.92
CAT	SOD2	0.908
CAT	SOD2-2	0.881
CCL2	CD63	0.449
CCL2	CD68	0.815
CCL2	CREB1	0.48
CCL2	CTNNB1	0.571
CCL2	CTSB	0.497
CCL2	CTSS	0.527
CCL2	CYBA	0.436
CCL2	CYBB	0.639
CCL2	CYCS	0.447
CCL2	EGFR	0.725
CCL2	EIF2AK3	0.431
CCL2	FOS	0.756
CCL2	FOXO1	0.416
CCL2	GAPDH	0.729
CCL2	GDNF	0.447
CCL2	GFAP	0.584
CCL2	GPX2	0.528
CCL2	GPX3	0.541
CCL2	GPX5	0.52
CCL2	GPX6	0.522
CCL2	GPX7	0.523
CCL2	GPX8	0.522
CCL2	GSK3B	0.454
CCL2	HIF1A	0.692
CCL2	HMGB1	0.641
CCL2	HMOX1	0.697
CCL2	HSP90AA1	0.4
CCL2	HSP90AB1	0.4
CCL2	HSPA4	0.447
CCL2	HSPA5	0.419
CCL2	ICAM1	0.928
CCL2	IFNG	0.938
CCL2	IL10	0.963
CCL2	IL18	0.881
CCL2	IL1A	0.934
CCL2	IL1B	0.97
CCL2	IL4	0.921
CCL2	IL6	0.985
CCL2	INS	0.78
CCL2	JUN	0.98
CCL2	KEAP1	0.412
CCL2	LAMP1	0.419
CCL2	LGALS3	0.761
CCL2	MAPK3	0.747
CCL2	MAPK8	0.527
CCL2	MBP	0.403
CCL2	MMP9	0.809
CCL2	MPO	0.692
CCL2	MRC1	0.827
CCL2	MTOR	0.511
CCL2	NEFL	0.419
CCL2	NFE2L2	0.581
CCL2	NFKB1	0.982
CCL2	NFKBIA	0.754
CCL2	NGF	0.623
CCL2	NLRP3	0.664
CCL2	NOX1	0.462
CCL2	NOX4	0.59
CCL2	NQO1	0.432
CCL2	PPARA	0.616
CCL2	PPARG	0.731
CCL2	PPARGC1A	0.511
CCL2	PTEN	0.505
CCL2	PTGS2	0.867
CCL2	PXDN	0.657
CCL2	PXDNL	0.65
CCL2	PYCARD	0.41
CCL2	RBFOX3	0.403
CCL2	RIPK1	0.413
CCL2	RIPK3	0.422
CCL2	S100B	0.476
CCL2	SCARB2	0.672
CCL2	SIRT1	0.575
CCL2	SOD1	0.433
CCL2	SOD2	0.526
CCL2	SOD2-2	0.502
CCL2	SRC	0.733
CCL2	STAT3	0.867
CCL2	TAC1	0.488
CCL2	TGFB1	0.851
CCL2	TLR2	0.79
CCL2	TLR4	0.847
CCL2	TNF	0.978
CCL2	TP53	0.6
CCL2	TRAF6	0.542
CCL2	TREM2	0.526
CCL2	TXN	0.422
CCL2	XBP1	0.422
CCL2	XDH	0.487
CD63	CD68	0.476
CD63	CTNNB1	0.646
CD63	CTSB	0.643
CD63	CTSD	0.736
CD63	CYCS	0.404
CD63	EGFR	0.867
CD63	GAPDH	0.756
CD63	HIF1A	0.627
CD63	HLA-DRA	0.694
CD63	HSP90AA1	0.829
CD63	HSP90AB1	0.829
CD63	HSPA4	0.981
CD63	HSPA5	0.579
CD63	HSPA8	0.774
CD63	HSPB3	0.468
CD63	ICAM1	0.775
CD63	IFNG	0.495
CD63	IL10	0.502
CD63	IL1B	0.527
CD63	IL4	0.45
CD63	IL6	0.562
CD63	LAMP1	0.986
CD63	LAMP2	0.992
CD63	LGALS3	0.764
CD63	MAPT	0.436
CD63	MMP9	0.699
CD63	MPO	0.758
CD63	MRC1	0.447
CD63	PRKCA	0.443
CD63	PTEN	0.447
CD63	PXDN	0.643
CD63	PXDNL	0.642
CD63	SCARB2	0.946
CD63	SOD1	0.534
CD63	SRC	0.573
CD63	STAT3	0.442
CD63	TFRC	0.721
CD63	TGFB1	0.482
CD63	TLR4	0.418
CD63	TNF	0.549
CD63	TP53	0.402
CD63	TXN	0.611
CD63	VPS35	0.493
CD68	CTNNB1	0.443
CD68	CTSB	0.792
CD68	CTSD	0.514
CD68	CTSS	0.604
CD68	CYBA	0.458
CD68	CYBB	0.624
CD68	EGFR	0.449
CD68	GAPDH	0.863
CD68	GFAP	0.846
CD68	GRN	0.682
CD68	HIF1A	0.513
CD68	HLA-DRA	0.455
CD68	HMGB1	0.445
CD68	HMOX1	0.583
CD68	ICAM1	0.693
CD68	IFNG	0.811
CD68	IL10	0.794
CD68	IL18	0.595
CD68	IL1A	0.639
CD68	IL1B	0.84
CD68	IL4	0.724
CD68	IL6	0.839
CD68	INS	0.612
CD68	JUN	0.609
CD68	LAMP1	0.915
CD68	LGALS3	0.706
CD68	MAPK3	0.409
CD68	MBP	0.617
CD68	MMP9	0.766
CD68	MPO	0.74
CD68	MRC1	0.877
CD68	NFE2L2	0.534
CD68	NFKB1	0.541
CD68	NFKBIA	0.504
CD68	NGF	0.407
CD68	NLRP3	0.494
CD68	PPARA	0.41
CD68	PPARG	0.588
CD68	PTGS2	0.582
CD68	PXDN	0.793
CD68	PXDNL	0.793
CD68	RBFOX3	0.755
CD68	S100B	0.455
CD68	SCARB2	0.79
CD68	SLC1A2	0.454
CD68	SNCA	0.435
CD68	SOD1	0.401
CD68	STAT3	0.617
CD68	SYP	0.578
CD68	TGFB1	0.787
CD68	TH	0.434
CD68	TLR2	0.647
CD68	TLR4	0.726
CD68	TNF	0.86
CD68	TP53	0.542
CD68	TREM2	0.805
CD68	UCHL1	0.487
CDK5	CHAT	0.516
CDK5	CREB1	0.579
CDK5	CTNNB1	0.653
CDK5	CTSB	0.443
CDK5	CTSD	0.496
CDK5	CYCS	0.4
CDK5	DLG4	0.974
CDK5	DNM1L	0.514
CDK5	EGFR	0.538
CDK5	FOS	0.441
CDK5	FOXO3	0.81
CDK5	GAK	0.821
CDK5	GAPDH	0.555
CDK5	GFAP	0.425
CDK5	GRIN2B	0.8
CDK5	GSK3B	0.627
CDK5	HDAC6	0.451
CDK5	HSP90AA1	0.507
CDK5	HSP90AB1	0.494
CDK5	HTRA2	0.411
CDK5	HTT	0.609
CDK5	INS	0.555
CDK5	JUN	0.926
CDK5	LRRK2	0.581
CDK5	MAP1B	0.53
CDK5	MAP2	0.515
CDK5	MAPT	0.999
CDK5	MBP	0.478
CDK5	NEFL	0.656
CDK5	NGF	0.498
CDK5	NOS1	0.543
CDK5	NTRK2	0.615
CDK5	PINK1	0.47
CDK5	PPARG	0.909
CDK5	PRDX1	0.805
CDK5	PRKN	0.631
CDK5	PSEN1	0.853
CDK5	PSEN2	0.72
CDK5	PTEN	0.438
CDK5	PXDN	0.448
CDK5	PXDNL	0.443
CDK5	SIRT1	0.49
CDK5	SNCA	0.672
CDK5	SOD1	0.658
CDK5	SQSTM1	0.456
CDK5	STUB1	0.73
CDK5	SYN1	0.591
CDK5	SYP	0.715
CDK5	TARDBP	0.422
CDK5	TP53	0.967
CDK5	UCHL1	0.454
CHAT	CREB1	0.416
CHAT	CYBB	0.445
CHAT	DBH	0.764
CHAT	DDC	0.474
CHAT	DLG4	0.419
CHAT	DRD1	0.434
CHAT	DRD2	0.483
CHAT	FOS	0.541
CHAT	GAPDH	0.44
CHAT	GDNF	0.593
CHAT	GFAP	0.743
CHAT	INS	0.42
CHAT	MAOA	0.424
CHAT	MAOB	0.461
CHAT	MAP2	0.73
CHAT	MAPT	0.447
CHAT	NEFL	0.598
CHAT	NGF	0.773
CHAT	NOS1	0.76
CHAT	NOX1	0.42
CHAT	NTRK2	0.461
CHAT	PSEN1	0.431
CHAT	PXDN	0.545
CHAT	PXDNL	0.567
CHAT	RBFOX3	0.661
CHAT	SLC18A2	0.747
CHAT	SLC6A3	0.453
CHAT	SNCA	0.446
CHAT	SOD1	0.741
CHAT	SYN1	0.584
CHAT	SYP	0.623
CHAT	TAC1	0.83
CHAT	TARDBP	0.443
CHAT	TH	0.881
CHAT	UCHL1	0.505
CHAT	XDH	0.474
COMT	CTNNB1	0.45
COMT	DBH	0.979
COMT	DDC	0.981
COMT	DRD1	0.715
COMT	DRD2	0.924
COMT	GBA	0.469
COMT	GPX2	0.543
COMT	GPX3	0.548
COMT	GPX5	0.536
COMT	GPX6	0.537
COMT	GPX7	0.548
COMT	GPX8	0.548
COMT	GRIN2B	0.479
COMT	HSPA1B	0.418
COMT	MAOA	0.996
COMT	MAOB	0.996
COMT	MAPT	0.427
COMT	NQO1	0.434
COMT	PARK7	0.402
COMT	SCARB2	0.434
COMT	SLC18A2	0.672
COMT	SLC6A3	0.917
COMT	SNCA	0.575
COMT	SOD2	0.405
COMT	SOD2-2	0.403
COMT	TH	0.789
COMT	TP53	0.467
COX4I1	CYCS	0.966
COX4I1	DDIT3	0.581
COX4I1	DNM1L	0.602
COX4I1	FIS1	0.733
COX4I1	GAPDH	0.776
COX4I1	GPX4	0.726
COX4I1	GPX7	0.443
COX4I1	HIF1A	0.489
COX4I1	HMOX1	0.593
COX4I1	HSP90AA1	0.419
COX4I1	HSP90AB1	0.425
COX4I1	HSPA5	0.441
COX4I1	HSPA9	0.644
COX4I1	INS	0.474
COX4I1	LAMP1	0.487
COX4I1	MAP1LC3A	0.412
COX4I1	MAP1LC3B	0.637
COX4I1	MCL1	0.582
COX4I1	MFN1	0.644
COX4I1	MFN2	0.715
COX4I1	NDUFA9	0.995
COX4I1	NDUFS1	0.965
COX4I1	OPA1	0.599
COX4I1	PARK7	0.54
COX4I1	PINK1	0.672
COX4I1	PPARA	0.459
COX4I1	PPARG	0.458
COX4I1	PPARGC1A	0.782
COX4I1	PPIF	0.591
COX4I1	PRDX3	0.495
COX4I1	PRKN	0.513
COX4I1	PXDN	0.63
COX4I1	PXDNL	0.627
COX4I1	SDHB	0.932
COX4I1	SIRT1	0.521
COX4I1	SIRT3	0.569
COX4I1	SOD1	0.488
COX4I1	SOD2	0.625
COX4I1	SOD2-2	0.622
COX4I1	SQSTM1	0.496
COX4I1	TFAM	0.832
COX4I1	TOMM20	0.8
COX4I1	TP53	0.505
COX4I1	UCP2	0.456
COX4I1	VDAC1	0.862
COX4I1	VDAC2	0.667
CREB1	CTNNB1	0.95
CREB1	CTSS	0.923
CREB1	CYCS	0.544
CREB1	DDIT3	0.436
CREB1	DLG4	0.673
CREB1	DRD1	0.464
CREB1	DRD2	0.522
CREB1	EGFR	0.576
CREB1	EIF2AK3	0.715
CREB1	ERN1	0.413
CREB1	FOS	0.998
CREB1	FOXO1	0.92
CREB1	FOXO3	0.634
CREB1	FTH1	0.563
CREB1	GAPDH	0.689
CREB1	GDNF	0.726
CREB1	GFAP	0.512
CREB1	GPX2	0.438
CREB1	GPX3	0.438
CREB1	GPX5	0.439
CREB1	GPX6	0.436
CREB1	GPX7	0.439
CREB1	GPX8	0.439
CREB1	GRIN2B	0.821
CREB1	GSK3B	0.988
CREB1	HDAC6	0.442
CREB1	HIF1A	0.833
CREB1	HMOX1	0.557
CREB1	HSP90AA1	0.423
CREB1	HSP90AB1	0.428
CREB1	HSPA4	0.676
CREB1	HSPA5	0.638
CREB1	HSPB1	0.511
CREB1	HSPB2	0.477
CREB1	HSPB3	0.477
CREB1	HTRA2	0.464
CREB1	HTT	0.982
CREB1	ICAM1	0.408
CREB1	IFNG	0.563
CREB1	IL10	0.893
CREB1	IL18	0.42
CREB1	IL1A	0.475
CREB1	IL1B	0.672
CREB1	IL4	0.468
CREB1	IL6	0.918
CREB1	INS	0.776
CREB1	ITPR1	0.62
CREB1	JUN	0.998
CREB1	KEAP1	0.422
CREB1	MAOA	0.488
CREB1	MAOB	0.454
CREB1	MAP2	0.424
CREB1	MAP3K5	0.443
CREB1	MAPK3	0.987
CREB1	MAPK8	0.762
CREB1	MAPT	0.452
CREB1	MBP	0.407
CREB1	MCL1	0.468
CREB1	MMP9	0.529
CREB1	MTOR	0.624
CREB1	NFE2L2	0.551
CREB1	NFKB1	0.773
CREB1	NFKBIA	0.583
CREB1	NGF	0.677
CREB1	NOS1	0.439
CREB1	NR4A2	0.585
CREB1	NTRK2	0.771
CREB1	PPARA	0.593
CREB1	PPARG	0.672
CREB1	PPARGC1A	0.996
CREB1	PPIF	0.489
CREB1	PRKCA	0.803
CREB1	PRKN	0.552
CREB1	PSEN1	0.513
CREB1	PTEN	0.704
CREB1	PTGS2	0.629
CREB1	PXDN	0.664
CREB1	PXDNL	0.662
CREB1	RBFOX3	0.549
CREB1	SIRT1	0.781
CREB1	SIRT3	0.712
CREB1	SLC1A2	0.408
CREB1	SLC6A3	0.448
CREB1	SNCA	0.504
CREB1	SOD2	0.4
CREB1	SRC	0.628
CREB1	STAT3	0.924
CREB1	SYN1	0.637
CREB1	SYP	0.586
CREB1	TAC1	0.425
CREB1	TFAM	0.539
CREB1	TGFB1	0.511
CREB1	TH	0.593
CREB1	TLR2	0.468
CREB1	TLR4	0.749
CREB1	TNF	0.681
CREB1	TP53	0.998
CREB1	TRAF6	0.474
CREB1	XBP1	0.486
CTNNB1	CYCS	0.576
CTNNB1	DLG4	0.538
CTNNB1	DRD2	0.506
CTNNB1	EGFR	0.998
CTNNB1	EIF2AK3	0.557
CTNNB1	FADD	0.417
CTNNB1	FBXO7	0.48
CTNNB1	FOS	0.618
CTNNB1	FOXO1	0.985
CTNNB1	FOXO3	0.998
CTNNB1	FTL	0.473
CTNNB1	GAPDH	0.897
CTNNB1	GDNF	0.42
CTNNB1	GFAP	0.552
CTNNB1	GPX2	0.411
CTNNB1	GPX3	0.409
CTNNB1	GRIN2B	0.757
CTNNB1	GSK3B	0.999
CTNNB1	HDAC6	0.734
CTNNB1	HIF1A	0.998
CTNNB1	HMGB1	0.51
CTNNB1	HMOX1	0.489
CTNNB1	HSP90AA1	0.668
CTNNB1	HSP90AB1	0.759
CTNNB1	HSPA1B	0.535
CTNNB1	HSPA4	0.662
CTNNB1	HSPA5	0.7
CTNNB1	HSPA8	0.577
CTNNB1	HSPB1	0.474
CTNNB1	HSPB2	0.407
CTNNB1	HSPB3	0.418
CTNNB1	HTT	0.648
CTNNB1	ICAM1	0.514
CTNNB1	IFNG	0.713
CTNNB1	IL10	0.591
CTNNB1	IL18	0.4
CTNNB1	IL1A	0.552
CTNNB1	IL1B	0.745
CTNNB1	IL4	0.486
CTNNB1	IL6	0.813
CTNNB1	INS	0.727
CTNNB1	JUN	0.898
CTNNB1	KEAP1	0.48
CTNNB1	LAMP1	0.437
CTNNB1	LGALS3	0.865
CTNNB1	LRRK2	0.889
CTNNB1	MAP1LC3B	0.694
CTNNB1	MAP3K5	0.427
CTNNB1	MAPK3	0.873
CTNNB1	MAPK8	0.719
CTNNB1	MAPT	0.633
CTNNB1	MCL1	0.749
CTNNB1	MMP9	0.799
CTNNB1	MTOR	0.694
CTNNB1	NFE2L2	0.584
CTNNB1	NFKB1	0.964
CTNNB1	NFKBIA	0.582
CTNNB1	NGF	0.477
CTNNB1	NTRK2	0.431
CTNNB1	PPARA	0.473
CTNNB1	PPARG	0.994
CTNNB1	PPARGC1A	0.639
CTNNB1	PRKCA	0.748
CTNNB1	PRKN	0.49
CTNNB1	PSEN1	0.999
CTNNB1	PTEN	0.943
CTNNB1	PTGS2	0.768
CTNNB1	PXDN	0.79
CTNNB1	PXDNL	0.774
CTNNB1	RBFOX3	0.41
CTNNB1	RET	0.731
CTNNB1	SCARB2	0.401
CTNNB1	SDHB	0.447
CTNNB1	SIRT1	0.902
CTNNB1	SLC6A3	0.488
CTNNB1	SOD2	0.433
CTNNB1	SOD2-2	0.423
CTNNB1	SRC	0.999
CTNNB1	STAT3	0.897
CTNNB1	STUB1	0.663
CTNNB1	SYP	0.507
CTNNB1	TFRC	0.4
CTNNB1	TGFB1	0.789
CTNNB1	TH	0.569
CTNNB1	TLR2	0.463
CTNNB1	TLR4	0.613
CTNNB1	TNF	0.715
CTNNB1	TP53	0.927
CTNNB1	TRAF6	0.606
CTNNB1	TXN	0.472
CTNNB1	UCHL1	0.685
CTSB	CTSD	0.977
CTSB	CTSS	0.958
CTSB	CYCS	0.558
CTSB	EGFR	0.619
CTSB	GAPDH	0.567
CTSB	GBA	0.407
CTSB	GFAP	0.555
CTSB	GPX2	0.407
CTSB	GRN	0.619
CTSB	GSK3B	0.485
CTSB	HIF1A	0.442
CTSB	HLA-DRA	0.511
CTSB	HSP90AA1	0.422
CTSB	HSP90AB1	0.423
CTSB	HSPA4	0.626
CTSB	HSPA5	0.609
CTSB	HSPA8	0.414
CTSB	IFNG	0.519
CTSB	IL10	0.493
CTSB	IL18	0.597
CTSB	IL1A	0.52
CTSB	IL1B	0.695
CTSB	IL6	0.631
CTSB	INS	0.483
CTSB	JUN	0.623
CTSB	LAMP1	0.812
CTSB	LAMP2	0.726
CTSB	LGALS3	0.54
CTSB	MAP1A	0.425
CTSB	MAP1LC3A	0.453
CTSB	MAP1LC3B	0.574
CTSB	MAPK3	0.431
CTSB	MMP9	0.897
CTSB	MPO	0.607
CTSB	MRC1	0.404
CTSB	MTOR	0.427
CTSB	NFKB1	0.427
CTSB	NLRP3	0.993
CTSB	PIK3C3	0.424
CTSB	PPARG	0.41
CTSB	PPIF	0.507
CTSB	PRNP	0.452
CTSB	PSEN1	0.472
CTSB	PXDN	0.519
CTSB	PXDNL	0.518
CTSB	PYCARD	0.479
CTSB	SCARB2	0.445
CTSB	SNCA	0.47
CTSB	SQSTM1	0.719
CTSB	STAT3	0.449
CTSB	TFEB	0.658
CTSB	TGFB1	0.434
CTSB	TLR2	0.463
CTSB	TLR4	0.553
CTSB	TNF	0.605
CTSB	TP53	0.468
CTSB	TREM2	0.434
CTSB	TXN	0.488
CTSD	CTSS	0.9
CTSD	CYCS	0.529
CTSD	EGFR	0.468
CTSD	GAK	0.53
CTSD	GAPDH	0.575
CTSD	GBA	0.746
CTSD	GRN	0.866
CTSD	HLA-DRA	0.484
CTSD	HSP90AA1	0.419
CTSD	HSP90AB1	0.618
CTSD	HSPA4	0.452
CTSD	HSPA5	0.507
CTSD	HSPA8	0.493
CTSD	HSPB1	0.65
CTSD	HSPB2	0.511
CTSD	HTT	0.446
CTSD	IL1B	0.486
CTSD	IL6	0.43
CTSD	INS	0.846
CTSD	LAMP1	0.999
CTSD	LAMP2	0.861
CTSD	LGALS3	0.502
CTSD	LRRK2	0.496
CTSD	MAP1A	0.524
CTSD	MAP1B	0.461
CTSD	MAP1LC3A	0.52
